COD_ESCOLA,AFDG1,AFDG2,AFDG3,AFDG4,AFDG5,ATU_TOTAL,DSU_TOTAL,ICG_ESCOLA,NIVEL1,NIVEL2,NIVEL3,NIVEL4,NIVEL5,NIVEL6,IRD_ESCOLA,TDI_TOTAL,TAPROV,TREPROV
26000016,24.30,0.00,45.90,13.50,16.30,24.30,77.80,"Nível 3",0.00,11.20,22.20,33.30,22.20,11.10,4.20,4.10,97.30,1.40
26000024,33.30,0.00,52.10,7.30,7.30,35.00,91.70,"Nível 4",0.00,8.30,25.00,66.70,0.00,0.00,2.50,30.40,99.60,0.40
26000261,24.30,0.00,70.30,5.40,0.00,28.10,100.00,"Nível 6",0.00,24.90,6.30,37.50,25.00,6.30,2.80,44.60,80.10,3.20
26000636,25.00,0.00,46.70,10.00,18.30,34.20,81.30,"Nível 4",0.00,0.00,31.20,50.00,12.50,6.30,3.40,33.90,91.60,7.20
26000741,34.80,0.80,54.50,3.20,6.70,28.70,91.90,"Nível 6",0.00,0.00,10.80,64.90,13.50,10.80,3.00,44.60,88.10,11.90
26000792,34.10,0.00,38.60,17.00,10.30,26.20,95.80,"Nível 4",12.50,8.30,16.70,58.30,4.20,0.00,2.50,31.60,83.50,14.10
26001179,25.00,0.00,28.60,7.10,39.30,9.00,57.10,"Nível 3",0.00,0.00,64.30,35.70,0.00,0.00,3.40,11.10,81.30,18.70
26001225,27.60,3.40,60.30,0.00,8.70,25.00,92.90,"Nível 5",0.00,0.00,0.00,42.90,50.00,7.10,2.90,32.00,95.60,4.40
26001292,0.00,0.00,0.00,0.00,100.00,21.00,0.00,"Nível 4",0.00,0.00,0.00,100.00,0.00,0.00,4.20,0.00,38.10,42.90
26001594,32.00,0.00,62.00,6.00,0.00,25.40,100.00,"Nível 5",5.90,0.00,0.00,70.60,23.50,0.00,3.50,33.00,84.70,12.90
26001624,31.80,0.00,36.50,1.20,30.50,35.30,78.60,"Nível 5",7.20,0.00,0.00,57.10,28.60,7.10,3.00,19.50,87.70,4.30
26001896,44.70,0.00,55.30,0.00,0.00,24.80,100.00,"Nível 4",0.00,0.00,0.00,100.00,0.00,0.00,3.50,39.20,92.20,2.90
26001900,42.10,0.00,50.50,1.00,6.40,31.80,91.70,"Nível 6",0.00,5.60,11.10,22.20,47.20,13.90,3.80,30.80,92.80,6.10
26001942,40.60,0.00,56.30,0.00,3.10,25.60,89.50,"Nível 3",15.80,0.00,42.10,31.60,10.50,0.00,3.50,9.90,87.20,12.40
26003031,40.00,0.00,60.00,0.00,0.00,32.00,100.00,"Nível 6",0.00,66.70,8.30,25.00,0.00,0.00,3.40,65.60,90.50,0.00
26003066,44.20,0.00,43.60,12.20,0.00,41.30,100.00,"Nível 2",0.00,10.50,63.20,15.80,10.50,0.00,3.80,11.70,97.30,2.70
26003082,32.10,0.00,67.90,0.00,0.00,27.70,100.00,"Nível 4",6.20,0.00,12.50,25.00,50.00,6.30,3.10,42.90,97.20,2.80
26003210,36.40,0.00,42.70,6.70,14.20,30.70,80.00,"Nível 6",2.30,2.20,8.90,51.10,24.40,11.10,3.40,48.20,79.70,8.40
26003821,38.60,0.90,50.00,5.30,5.20,23.40,96.20,"Nível 6",0.00,3.90,3.80,34.60,34.60,23.10,3.80,36.80,85.30,6.10
26004453,43.50,0.00,30.40,8.70,17.40,32.50,87.50,"Nível 3",0.00,0.00,0.00,87.50,12.50,0.00,3.20,38.50,95.40,4.60
26004488,29.40,0.00,70.60,0.00,0.00,23.70,100.00,"Nível 5",8.30,16.70,16.70,33.30,8.30,16.70,3.70,51.60,80.60,3.00
26004518,30.80,11.50,56.20,1.50,0.00,32.60,100.00,"Nível 2",0.00,0.00,42.90,21.40,28.60,7.10,3.60,5.50,88.10,11.90
26004593,22.90,4.70,55.80,11.60,5.00,33.10,89.40,"Nível 5",0.00,0.00,21.30,55.30,17.00,6.40,3.80,32.30,89.50,3.10
26005042,29.00,0.00,6.50,0.00,64.50,17.00,40.00,"Nível 4",0.00,10.00,30.00,50.00,0.00,10.00,3.70,7.80,100.00,0.00
26005107,30.80,0.00,51.90,14.10,3.20,34.10,95.80,"Nível 4",0.00,16.60,37.50,37.50,4.20,4.20,2.80,30.60,83.40,4.10
26005115,32.20,0.00,52.40,0.00,15.40,37.00,89.50,"Nível 4",0.00,15.70,63.20,15.80,5.30,0.00,3.80,8.40,93.40,6.30
26006138,24.30,0.00,68.80,1.20,5.70,31.50,96.60,"Nível 6",1.90,22.40,24.10,31.00,17.20,3.40,3.40,43.80,78.20,20.60
26006499,17.90,3.30,58.90,14.20,5.70,33.80,93.30,"Nível 4",0.00,6.70,33.30,40.00,16.70,3.30,3.60,40.70,90.00,3.70
26008181,31.70,0.00,53.30,10.80,4.20,33.30,93.30,"Nível 4",13.30,13.30,40.00,26.70,6.70,0.00,2.70,17.70,95.40,2.20
26008505,28.20,2.80,50.70,18.30,0.00,28.30,100.00,"Nível 4",15.40,0.00,0.00,61.50,15.40,7.70,3.40,24.40,94.00,1.20
26008530,25.00,0.00,71.20,3.80,0.00,35.20,100.00,"Nível 4",0.00,0.00,30.00,60.00,5.00,5.00,3.60,14.70,95.60,3.50
26008548,28.40,0.00,57.40,14.20,0.00,32.70,100.00,"Nível 4",0.00,0.00,21.20,45.50,24.20,9.10,4.00,44.70,83.60,5.30
26008882,38.50,1.70,46.20,0.00,13.60,29.60,80.00,"Nível 6",0.00,0.00,15.00,50.00,30.00,5.00,3.50,47.10,86.40,11.50
26009315,44.00,0.00,56.00,0.00,0.00,29.60,100.00,"Nível 4",0.00,10.00,40.00,40.00,10.00,0.00,3.90,14.00,97.70,0.50
26009323,42.00,0.00,58.00,0.00,0.00,26.90,100.00,"Nível 5",0.00,0.00,0.00,35.70,50.00,14.30,3.20,45.20,84.30,1.10
26009390,39.30,0.00,44.00,0.00,16.70,34.90,80.00,"Nível 2",0.00,20.00,70.00,10.00,0.00,0.00,3.40,12.30,99.20,0.80
26009617,28.60,0.00,68.60,0.00,2.80,37.70,88.90,"Nível 4",0.00,11.10,0.00,77.80,11.10,0.00,3.70,38.10,100.00,0.00
26010100,27.20,0.00,58.70,14.10,0.00,41.40,100.00,"Nível 5",0.00,24.90,6.30,50.00,18.80,0.00,3.50,48.60,92.50,5.90
26010151,31.00,0.00,31.00,11.10,26.90,33.10,75.00,"Nível 2",0.00,18.70,75.00,0.00,6.30,0.00,3.60,6.00,98.50,1.50
26010348,28.90,0.00,41.00,0.00,30.10,32.70,75.90,"Nível 4",3.50,6.90,13.80,44.80,24.10,6.90,3.70,29.90,95.20,3.20
26010607,25.70,0.00,74.30,0.00,0.00,24.00,100.00,"Nível 4",0.00,0.00,0.00,83.40,8.30,8.30,3.60,22.20,98.60,0.00
26011018,8.30,0.00,25.00,66.70,0.00,38.00,100.00,"Nível 5",0.00,0.00,50.00,50.00,0.00,0.00,3.50,0.00,85.70,7.10
26011050,24.40,0.00,75.60,0.00,0.00,28.10,100.00,"Nível 4",0.00,0.00,20.00,53.30,26.70,0.00,3.30,65.50,77.40,22.60
26011069,60.90,0.00,35.10,1.70,2.30,32.70,95.80,"Nível 3",4.10,4.20,75.00,12.50,4.20,0.00,3.90,4.30,98.40,1.60
26011344,29.60,0.00,64.30,0.00,6.10,35.80,92.30,"Nível 2",0.00,15.40,61.50,23.10,0.00,0.00,4.00,12.80,97.70,2.30
26011352,34.30,0.00,62.90,0.00,2.80,42.70,91.70,"Nível 4",0.00,0.00,8.30,91.70,0.00,0.00,3.20,25.00,86.20,13.80
26011506,0.00,0.00,70.80,0.00,29.20,15.30,53.80,"Nível 4",0.00,0.00,15.40,84.60,0.00,0.00,3.40,49.20,71.20,3.40
26011611,36.20,0.00,63.80,0.00,0.00,31.90,100.00,"Nível 4",9.70,3.20,9.70,61.30,16.10,0.00,2.80,46.20,63.50,31.30
26011654,18.20,0.00,45.50,27.30,9.00,22.00,85.70,"Nível 3",0.00,0.00,14.30,85.70,0.00,0.00,2.70,18.20,100.00,0.00
26011883,20.00,3.10,70.00,3.80,3.10,33.60,95.50,"Nível 4",4.60,4.50,0.00,86.40,4.50,0.00,2.90,26.40,92.70,3.60
26012081,17.00,0.00,66.00,17.00,0.00,27.30,100.00,"Nível 5",0.00,0.00,0.00,100.00,0.00,0.00,2.70,31.20,91.70,0.90
26012316,39.50,0.00,36.80,15.80,7.90,12.70,91.70,"Nível 3",0.00,8.40,58.30,25.00,0.00,8.30,3.60,5.30,87.20,10.30
26012359,41.50,0.00,53.80,4.70,0.00,36.70,100.00,"Nível 2",0.00,5.50,77.80,16.70,0.00,0.00,3.60,8.20,97.80,2.20
26013185,24.50,0.00,68.90,6.60,0.00,32.80,100.00,"Nível 4",0.00,0.00,11.10,55.60,33.30,0.00,3.30,36.40,99.00,1.00
26013436,20.00,0.00,70.50,0.00,9.50,27.20,93.80,"Nível 5",0.00,12.30,6.30,43.80,18.80,18.80,3.30,23.30,96.60,3.40
26013452,26.00,0.00,63.00,7.50,3.50,34.20,96.70,"Nível 4",3.40,10.00,36.70,23.30,23.30,3.30,3.70,27.80,93.10,0.90
26014190,25.30,1.00,59.60,7.10,7.00,32.20,94.40,"Nível 4",5.50,11.10,38.90,27.80,5.60,11.10,3.00,11.40,92.50,3.20
26014564,49.80,0.00,47.20,1.70,1.30,33.50,96.80,"Nível 6",0.00,3.30,12.90,54.80,16.10,12.90,3.60,26.20,94.10,1.40
26014572,36.10,2.50,48.40,4.90,8.10,32.30,91.30,"Nível 5",0.00,0.00,26.10,43.50,26.10,4.30,3.60,24.20,89.40,10.60
26014610,30.40,4.30,37.00,28.30,0.00,27.80,100.00,"Nível 5",0.00,0.00,7.60,38.50,38.50,15.40,3.00,31.50,95.30,4.70
26014670,27.40,0.00,72.60,0.00,0.00,31.10,100.00,"Nível 2",0.00,6.20,81.30,12.50,0.00,0.00,3.40,4.30,100.00,0.00
26014688,37.50,0.00,53.10,9.40,0.00,17.00,100.00,"Nível 4",0.00,0.00,63.60,36.40,0.00,0.00,3.50,2.00,98.20,1.80
26015315,38.90,0.00,44.40,16.70,0.00,35.30,100.00,"Nível 5",0.00,22.30,0.00,33.30,0.00,44.40,3.20,27.40,95.20,1.00
26015625,41.70,0.00,58.30,0.00,0.00,37.00,100.00,"Nível 4",0.00,8.40,33.30,50.00,0.00,8.30,3.40,21.60,94.60,1.80
26016010,34.70,0.00,54.40,2.00,8.90,28.60,91.70,"Nível 6",0.00,16.60,4.20,29.20,33.30,16.70,2.80,22.60,78.90,4.90
26016028,50.00,0.00,45.70,0.00,4.30,31.00,93.80,"Nível 2",0.00,0.00,74.90,6.30,12.50,6.30,3.50,4.30,98.50,1.50
26016540,48.80,0.00,51.20,0.00,0.00,34.10,100.00,"Nível 4",0.00,9.10,18.20,54.50,18.20,0.00,3.70,13.00,86.60,11.20
26016729,30.50,0.00,45.80,20.30,3.40,30.40,92.90,"Nível 4",0.00,0.00,0.00,78.60,14.30,7.10,2.60,12.50,94.50,2.70
26017598,40.60,0.00,59.40,0.00,0.00,22.50,100.00,"Nível 4",0.00,0.00,0.00,88.90,11.10,0.00,3.30,20.00,93.10,1.50
26017750,31.00,0.00,39.00,26.00,4.00,29.10,93.80,"Nível 4",0.00,0.00,24.90,68.80,6.30,0.00,3.00,20.20,97.40,0.40
26018020,41.70,0.00,48.30,10.00,0.00,23.20,100.00,"Nível 3",0.00,40.00,0.00,60.00,0.00,0.00,3.40,12.90,90.80,4.20
26018314,38.60,0.00,34.70,10.90,15.80,34.60,88.90,"Nível 4",5.40,0.00,27.80,55.60,5.60,5.60,3.40,20.20,85.60,11.10
26018977,49.50,1.10,46.20,0.00,3.20,36.40,94.70,"Nível 4",0.00,5.10,21.10,63.20,5.30,5.30,4.20,10.30,94.20,3.80
26019370,45.50,0.00,54.50,0.00,0.00,20.20,100.00,"Nível 5",0.00,0.00,15.00,55.00,15.00,15.00,3.20,24.00,87.80,4.10
26019493,48.90,0.00,51.10,0.00,0.00,37.60,100.00,"Nível 4",0.00,5.60,44.40,27.80,11.10,11.10,3.70,21.40,84.10,15.70
26019825,48.60,0.00,46.70,4.70,0.00,30.20,100.00,"Nível 6",0.00,10.40,21.10,21.10,31.60,15.80,3.10,29.40,89.20,3.40
26019922,55.90,0.00,44.10,0.00,0.00,40.00,100.00,"Nível 2",0.00,0.00,66.70,33.30,0.00,0.00,4.40,5.80,87.30,11.50
26019949,48.60,0.00,51.40,0.00,0.00,38.30,100.00,"Nível 5",0.00,0.00,0.00,42.80,28.60,28.60,2.60,45.20,97.00,0.00
26020572,31.70,0.00,60.30,0.00,8.00,28.40,88.90,"Nível 4",0.00,0.00,0.00,33.40,44.40,22.20,3.10,12.00,97.80,2.20
26020882,43.60,0.00,50.20,0.00,6.20,31.80,97.00,"Nível 6",0.00,0.00,12.10,72.70,9.10,6.10,3.20,36.70,91.00,8.00
26020890,35.10,0.00,47.40,8.80,8.70,21.80,90.90,"Nível 2",0.00,9.00,36.40,36.40,18.20,0.00,3.40,3.70,96.00,3.00
26020939,8.10,0.00,37.80,8.10,46.00,23.00,66.70,"Nível 4",0.00,8.30,33.30,41.70,16.70,0.00,3.70,4.30,100.00,0.00
26020955,33.30,0.00,52.80,5.60,8.30,24.50,73.70,"Nível 4",0.00,36.90,10.50,52.60,0.00,0.00,3.10,13.60,90.70,9.30
26020963,44.60,0.00,55.40,0.00,0.00,30.30,100.00,"Nível 5",0.00,0.00,41.40,44.80,0.00,13.80,3.10,39.40,89.70,3.40
26020971,46.20,0.00,53.80,0.00,0.00,32.40,100.00,"Nível 4",0.00,25.00,62.50,12.50,0.00,0.00,3.30,12.40,89.20,10.80
26020998,40.50,0.00,52.40,7.10,0.00,34.40,100.00,"Nível 4",0.00,0.00,5.90,58.80,35.30,0.00,3.80,36.90,88.30,11.30
26021820,31.40,0.00,65.70,2.90,0.00,37.70,100.00,"Nível 4",0.00,0.00,21.50,50.00,21.40,7.10,3.20,19.00,96.20,3.80
26021900,45.70,0.00,46.70,2.50,5.10,36.70,96.60,"Nível 5",0.00,0.00,31.00,48.30,20.70,0.00,3.50,35.70,83.90,9.30
26021927,52.80,0.00,45.30,0.00,1.90,28.60,94.70,"Nível 5",0.00,0.00,21.00,73.70,5.30,0.00,3.20,27.60,88.30,11.70
26022850,50.00,0.00,50.00,0.00,0.00,38.00,100.00,"Nível 4",0.00,0.00,25.00,37.50,12.50,25.00,3.60,17.80,90.80,9.20
26023245,41.10,0.00,52.10,6.80,0.00,32.10,100.00,"Nível 5",3.30,0.00,20.00,43.30,16.70,16.70,3.20,34.00,85.80,11.80
26023334,43.90,0.00,41.50,14.60,0.00,36.90,100.00,"Nível 5",0.00,0.00,15.30,46.20,30.80,7.70,3.30,13.60,91.90,3.50
26024047,43.50,0.00,56.50,0.00,0.00,35.00,100.00,"Nível 5",0.00,0.00,10.00,40.00,30.00,20.00,2.60,16.20,92.90,3.30
26024551,41.70,0.00,47.20,11.10,0.00,24.50,100.00,"Nível 2",0.00,62.50,0.00,12.50,25.00,0.00,3.40,11.60,95.70,4.30
26024578,47.60,0.00,52.40,0.00,0.00,27.20,100.00,"Nível 4",0.00,20.00,0.00,40.00,30.00,10.00,3.30,69.60,96.00,1.60
26024616,37.10,0.00,31.40,0.00,31.50,28.70,66.70,"Nível 4",0.00,0.00,11.20,44.40,33.30,11.10,2.90,37.20,81.20,5.90
26024675,55.60,0.00,41.80,2.60,0.00,36.60,100.00,"Nível 2",0.00,10.50,73.70,15.80,0.00,0.00,3.50,16.20,95.00,5.00
26024683,26.50,0.00,55.90,8.80,8.80,31.30,90.00,"Nível 4",0.00,0.00,50.00,10.00,40.00,0.00,3.50,4.30,92.60,7.40
26024691,59.10,0.00,33.30,0.00,7.60,43.70,90.90,"Nível 4",0.00,18.20,40.90,36.40,0.00,4.50,3.80,2.70,93.80,5.80
26024721,29.40,0.00,48.70,19.80,2.10,29.00,97.00,"Nível 5",0.00,6.00,15.20,30.30,21.20,27.30,3.50,52.90,98.00,2.00
26024730,52.40,0.00,42.30,5.30,0.00,33.30,100.00,"Nível 5",0.00,11.10,77.80,11.10,0.00,0.00,2.80,26.00,98.90,1.10
26024764,34.30,0.00,57.10,8.60,0.00,37.20,100.00,"Nível 4",0.00,0.00,0.00,66.70,33.30,0.00,2.80,59.60,99.20,0.80
26024780,8.30,0.00,50.00,0.00,41.70,33.00,50.00,"Nível 4",0.00,50.00,0.00,50.00,0.00,0.00,3.00,0.00,69.70,0.00
26024802,46.70,0.00,53.30,0.00,0.00,26.50,100.00,"Nível 6",4.40,0.00,17.40,47.80,21.70,8.70,3.00,42.50,97.90,2.10
26025361,47.10,2.90,26.50,0.00,23.50,18.00,75.00,"Nível 3",0.00,8.40,50.00,33.30,8.30,0.00,3.90,24.10,84.60,15.40
26025876,43.90,0.00,54.40,1.70,0.00,30.50,100.00,"Nível 3",0.00,14.30,50.00,7.10,28.60,0.00,3.20,39.30,88.70,9.10
26025981,48.60,0.00,51.40,0.00,0.00,34.70,100.00,"Nível 4",3.10,9.40,15.60,50.00,15.60,6.30,3.40,56.30,90.20,9.80
26026627,39.30,0.00,60.70,0.00,0.00,41.30,100.00,"Nível 2",0.00,0.00,50.00,40.60,6.30,3.10,4.10,10.50,91.80,8.20
26026902,34.30,0.00,65.70,0.00,0.00,24.30,100.00,"Nível 4",0.00,0.00,44.40,55.60,0.00,0.00,3.70,41.10,86.40,0.00
26027186,0.00,0.00,0.00,0.00,100.00,11.00,0.00,"Nível 5",40.00,0.00,20.00,40.00,0.00,0.00,3.30,72.70,68.20,13.60
26027615,54.50,0.00,45.50,0.00,0.00,38.30,100.00,"Nível 4",0.00,0.00,0.00,42.90,57.10,0.00,3.70,31.30,100.00,0.00
26027828,45.40,0.00,52.30,0.00,2.30,37.20,91.70,"Nível 3",0.00,16.70,58.30,20.80,4.20,0.00,3.80,15.60,88.90,10.10
26027836,52.80,2.40,44.00,0.00,0.80,35.20,95.20,"Nível 4",0.00,4.70,14.30,33.30,42.90,4.80,4.00,46.50,92.80,7.20
26027917,43.90,0.00,32.50,0.00,23.60,36.10,82.40,"Nível 3",5.90,0.00,35.30,29.40,11.80,17.60,3.10,31.20,96.20,3.50
26028506,32.40,0.00,54.10,0.00,13.50,26.00,71.40,"Nível 6",0.00,28.60,14.30,57.10,0.00,0.00,3.70,53.80,88.30,0.00
26028573,39.80,0.00,43.40,15.70,1.10,36.30,93.80,"Nível 5",0.00,0.00,25.00,37.50,25.00,12.50,3.20,69.30,91.60,3.40
26029243,35.60,0.00,64.40,0.00,0.00,40.20,100.00,"Nível 3",0.00,16.00,24.00,44.00,16.00,0.00,4.00,31.90,98.60,1.40
26029812,38.70,0.00,61.30,0.00,0.00,23.10,100.00,"Nível 4",5.00,6.70,3.30,71.70,8.30,5.00,3.70,46.50,90.60,9.40
26029910,65.10,0.00,26.60,0.00,8.30,42.70,95.50,"Nível 2",0.00,9.20,77.30,4.50,4.50,4.50,4.50,14.40,92.70,7.30
26030950,44.80,0.00,50.90,0.00,4.30,26.40,96.70,"Nível 5",0.00,6.70,6.70,53.30,33.30,0.00,3.70,39.30,93.50,4.30
26031272,49.00,0.00,28.90,15.50,6.60,36.50,92.60,"Nível 4",0.00,7.40,74.10,14.80,3.70,0.00,4.40,6.00,98.10,1.90
26031469,0.00,0.00,37.30,0.00,62.70,12.40,37.50,"Nível 4",0.00,0.00,12.50,75.00,0.00,12.50,3.00,58.10,83.10,16.90
26031892,0.00,0.00,0.00,0.00,100.00,13.00,0.00,"Nível 4",0.00,0.00,60.00,40.00,0.00,0.00,3.40,84.60,79.50,2.60
26031914,42.20,1.30,44.30,3.90,8.30,32.20,92.30,"Nível 4",0.00,3.90,50.00,34.60,3.80,7.70,3.70,25.60,99.50,0.50
26032082,47.90,0.00,30.80,4.30,17.00,30.70,86.40,"Nível 5",0.00,4.50,9.10,45.50,27.30,13.60,3.90,35.80,94.90,5.10
26032090,8.30,0.00,8.30,0.00,83.40,20.00,14.30,"Nível 5",0.00,0.00,100.00,0.00,0.00,0.00,2.40,40.00,88.20,0.00
26033089,44.30,0.00,55.70,0.00,0.00,28.20,100.00,"Nível 2",0.00,0.00,62.50,12.50,12.50,12.50,3.90,39.10,98.80,1.20
26033356,26.90,0.00,57.70,0.00,15.40,41.70,89.50,"Nível 4",0.00,0.00,57.90,26.30,5.30,10.50,3.70,12.50,98.00,2.00
26033364,50.70,0.00,38.70,0.00,10.60,41.40,91.70,"Nível 4",0.00,12.60,20.80,58.30,8.30,0.00,3.80,11.40,94.10,5.90
26033879,56.70,0.00,43.30,0.00,0.00,44.10,100.00,"Nível 2",0.00,4.40,65.20,26.10,0.00,4.30,4.30,6.70,96.90,3.10
26033909,58.50,0.00,26.70,10.00,4.80,33.50,90.60,"Nível 4",0.00,3.00,12.50,56.30,6.30,21.90,3.80,2.30,97.40,2.60
26033925,75.10,0.00,20.20,4.70,0.00,41.40,100.00,"Nível 3",0.00,0.00,36.90,42.10,10.50,10.50,4.00,6.00,98.00,2.00
26033933,54.90,0.00,27.50,11.80,5.80,14.80,86.70,"Nível 4",0.00,0.00,6.70,66.70,13.30,13.30,3.50,10.20,93.10,5.20
26033950,56.30,0.00,23.20,11.50,9.00,41.90,89.30,"Nível 4",0.00,0.00,19.70,60.70,8.90,10.70,4.00,1.80,95.50,4.40
26034280,71.70,5.00,15.00,8.30,0.00,21.70,100.00,"Nível 5",0.00,15.40,20.50,61.50,2.60,0.00,3.10,35.60,68.80,0.00
26034298,54.10,0.00,33.20,1.60,11.10,38.40,92.30,"Nível 6",2.70,5.10,20.50,41.00,12.80,17.90,3.60,39.20,72.00,20.40
26034310,29.90,0.00,32.80,13.90,23.40,13.80,88.50,"Nível 5",3.80,0.00,30.80,46.20,19.20,0.00,3.60,38.70,85.80,8.40
26034328,44.00,0.00,46.40,9.60,0.00,24.40,100.00,"Nível 5",0.00,0.00,0.00,36.80,47.40,15.80,3.70,55.60,83.30,9.90
26034336,51.30,0.00,48.70,0.00,0.00,29.50,100.00,"Nível 5",0.00,0.00,5.00,55.00,25.00,15.00,3.90,33.70,88.40,7.20
26034344,50.00,0.00,50.00,0.00,0.00,29.30,100.00,"Nível 4",0.00,0.00,11.10,66.70,22.20,0.00,3.30,48.30,89.80,7.60
26034352,56.20,0.00,42.10,0.00,1.70,38.20,93.30,"Nível 2",0.00,13.30,66.70,13.30,0.00,6.70,3.30,10.50,95.90,4.10
26034360,49.60,0.00,41.10,3.50,5.80,35.70,93.80,"Nível 4",0.00,12.40,6.30,37.50,25.00,18.80,3.40,34.20,78.90,16.00
26034425,47.60,0.00,52.40,0.00,0.00,41.00,100.00,"Nível 4",0.00,7.60,15.40,46.20,15.40,15.40,3.70,41.40,72.50,23.30
26034441,51.20,2.40,31.70,14.70,0.00,39.50,100.00,"Nível 4",0.00,5.80,35.30,47.10,5.90,5.90,2.80,26.00,95.80,3.30
26034476,53.60,0.00,43.50,1.40,1.50,34.30,95.80,"Nível 6",0.00,4.20,8.30,45.80,29.20,12.50,3.70,39.80,96.50,3.50
26034832,32.50,0.00,48.70,5.10,13.70,25.40,81.80,"Nível 5",0.00,18.10,0.00,36.40,36.40,9.10,3.50,36.20,93.00,6.60
26035049,37.50,0.00,46.10,3.30,13.10,35.50,82.60,"Nível 5",0.00,0.00,8.80,30.40,39.10,21.70,3.10,38.60,87.20,9.60
26035073,47.60,0.00,43.90,0.00,8.50,30.30,94.70,"Nível 5",0.00,0.00,10.50,36.80,31.60,21.10,4.00,38.70,78.00,19.50
26035111,41.70,0.00,25.00,33.30,0.00,32.00,100.00,"Nível 6",0.00,0.00,16.70,33.30,50.00,0.00,2.90,21.90,100.00,0.00
26035120,71.70,0.00,20.80,7.50,0.00,30.80,100.00,"Nível 2",0.00,19.00,52.40,19.00,4.80,4.80,4.10,9.20,98.90,1.10
26035138,63.80,0.00,36.20,0.00,0.00,31.00,100.00,"Nível 5",0.00,0.00,0.00,58.30,25.00,16.70,4.00,56.50,63.40,8.00
26035146,40.50,0.00,38.60,7.70,13.20,37.80,87.10,"Nível 6",0.00,6.40,22.60,48.40,6.50,16.10,2.90,45.00,90.00,10.00
26035251,41.70,0.00,50.00,0.00,8.30,23.00,85.70,"Nível 5",0.00,0.00,14.30,35.70,42.90,7.10,4.00,39.10,80.30,19.70
26035316,55.00,0.00,40.80,4.20,0.00,35.40,100.00,"Nível 4",0.00,5.90,41.20,23.50,23.50,5.90,3.60,5.10,96.50,3.50
26035340,42.00,0.00,39.80,0.00,18.20,35.00,80.00,"Nível 4",0.00,10.00,20.00,40.00,20.00,10.00,3.50,35.90,87.20,8.10
26035367,48.20,0.00,44.70,0.00,7.10,36.60,92.30,"Nível 5",3.90,0.00,23.10,53.80,15.40,3.80,3.30,59.90,80.10,16.70
26035502,49.60,0.00,36.80,0.00,13.60,26.10,94.70,"Nível 5",0.00,0.00,10.60,78.90,10.50,0.00,3.90,39.50,77.40,22.20
26035553,55.30,0.00,36.80,7.90,0.00,39.10,100.00,"Nível 3",0.00,0.00,41.20,35.30,17.60,5.90,3.90,13.90,94.50,5.50
26035561,36.40,0.00,52.70,0.00,10.90,33.60,85.70,"Nível 5",3.50,3.60,3.60,64.30,17.90,7.10,3.70,41.10,84.20,13.20
26035600,49.60,0.00,39.30,0.00,11.10,34.20,87.50,"Nível 4",0.00,6.20,12.50,50.00,12.50,18.80,3.00,42.70,85.10,14.90
26035979,50.00,0.00,47.10,0.00,2.90,37.30,93.80,"Nível 5",0.00,0.00,0.00,62.50,12.50,25.00,3.40,25.40,95.80,4.20
26036010,54.50,0.00,45.50,0.00,0.00,19.00,100.00,"Nível 5",0.00,0.00,0.00,42.90,57.10,0.00,3.20,26.30,100.00,0.00
26036037,43.80,0.00,36.60,3.30,16.30,39.70,81.50,"Nível 6",0.00,0.00,26.00,40.70,25.90,7.40,2.60,40.50,82.10,14.00
26036045,56.70,0.00,35.00,0.00,8.30,31.10,90.90,"Nível 2",0.00,0.00,81.80,18.20,0.00,0.00,2.50,31.50,83.40,16.60
26036070,23.10,0.00,30.80,0.00,46.10,24.00,55.60,"Nível 4",0.00,11.10,11.10,55.60,11.10,11.10,3.70,9.70,98.60,1.40
26036096,77.30,9.30,9.30,4.10,0.00,29.00,100.00,"Nível 5",2.80,14.10,19.70,50.70,11.30,1.40,3.30,16.50,87.50,0.00
26036118,53.90,0.00,42.10,0.00,4.00,36.80,95.20,"Nível 5",0.00,4.70,14.30,42.90,33.30,4.80,3.70,42.60,71.50,13.30
26036134,61.00,0.00,32.90,3.70,2.40,35.00,93.30,"Nível 5",0.00,0.00,6.70,33.30,46.70,13.30,3.30,46.50,85.00,13.60
26036169,41.00,0.00,44.80,5.70,8.50,28.40,88.20,"Nível 5",0.00,11.80,5.90,17.60,58.80,5.90,3.30,29.70,92.10,4.40
26036177,43.50,0.00,40.60,10.10,5.80,24.80,81.30,"Nível 5",0.00,0.00,0.00,62.40,18.80,18.80,3.80,57.00,81.20,18.80
26036193,58.50,0.00,29.30,0.00,12.20,29.60,87.50,"Nível 5",0.00,0.00,6.20,56.30,12.50,25.00,3.30,44.90,82.20,5.90
26036207,40.00,0.00,52.90,0.00,7.10,28.70,94.70,"Nível 5",0.00,0.00,0.00,73.70,15.80,10.50,3.80,51.70,71.20,4.70
26036215,58.70,0.00,41.30,0.00,0.00,25.00,100.00,"Nível 4",0.00,0.00,8.30,75.00,16.70,0.00,3.20,37.00,94.40,3.40
26036223,43.70,0.00,43.70,5.60,7.00,30.70,90.50,"Nível 5",9.50,0.00,0.00,42.90,38.10,9.50,3.90,39.20,87.50,12.50
26036266,25.70,0.00,71.40,0.00,2.90,22.70,85.70,"Nível 4",0.00,0.00,0.00,42.90,57.10,0.00,3.40,36.80,98.40,1.60
