COD_ESCOLA,AFDG1,AFDG2,AFDG3,AFDG4,AFDG5,ATU_TOTAL,DSU_TOTAL,ICG_ESCOLA,NIVEL1,NIVEL2,NIVEL3,NIVEL4,NIVEL5,NIVEL6,IRD_ESCOLA,TDI_TOTAL,TAPROV,TREPROV
26104920,44.50,0.00,47.80,7.70,0.00,36.30,100.00,"Nível 4",0.00,8.80,39.10,30.40,17.40,4.30,3.20,21.30,94.20,5.40
26105101,43.50,0.00,56.50,0.00,0.00,42.40,100.00,"Nível 4",0.00,0.00,29.40,29.40,11.80,29.40,3.20,27.70,91.00,8.40
26105195,59.00,0.00,41.00,0.00,0.00,32.10,100.00,"Nível 5",0.00,4.50,27.30,40.90,27.30,0.00,2.90,15.90,82.20,17.80
26105225,46.80,0.00,44.70,7.40,1.10,29.90,95.50,"Nível 5",0.00,0.00,13.70,59.10,13.60,13.60,3.30,36.80,96.10,3.40
26105250,61.90,0.00,33.30,4.80,0.00,36.10,100.00,"Nível 2",0.00,9.60,57.10,19.00,9.50,4.80,3.10,16.40,100.00,0.00
26105314,46.10,0.00,51.70,2.20,0.00,35.20,100.00,"Nível 4",0.00,9.10,36.40,40.90,9.10,4.50,3.10,15.20,88.60,11.00
26105519,58.40,0.00,41.60,0.00,0.00,40.10,100.00,"Nível 6",0.00,0.00,21.90,48.80,22.00,7.30,3.80,38.70,96.20,3.40
26105810,41.20,0.00,16.20,8.80,33.80,36.80,63.60,"Nível 4",0.00,0.00,27.30,54.50,9.10,9.10,3.60,3.80,86.80,13.20
26105837,47.10,0.00,48.50,4.40,0.00,36.70,100.00,"Nível 4",0.00,4.20,45.80,29.20,12.50,8.30,3.50,22.30,90.60,2.90
26105888,34.20,0.00,65.80,0.00,0.00,27.80,100.00,"Nível 5",0.00,6.60,6.70,73.30,6.70,6.70,3.70,35.90,91.20,4.10
26106060,69.20,0.00,30.80,0.00,0.00,37.00,100.00,"Nível 2",0.00,0.00,72.70,27.30,0.00,0.00,3.40,10.80,83.20,16.80
26106159,54.60,0.00,45.40,0.00,0.00,35.90,100.00,"Nível 6",0.00,0.00,4.60,54.50,9.10,31.80,3.70,28.90,95.00,4.00
26106337,57.30,0.00,39.00,3.70,0.00,39.30,100.00,"Nível 5",0.00,0.00,11.20,33.30,22.20,33.30,3.20,38.50,92.30,7.70
26106353,55.90,0.00,40.70,0.00,3.40,29.80,93.30,"Nível 5",0.00,0.00,6.60,46.70,40.00,6.70,2.90,28.90,92.60,7.40
26106388,54.90,0.00,45.10,0.00,0.00,35.80,100.00,"Nível 4",0.00,11.10,72.20,5.60,11.10,0.00,3.70,9.30,90.10,9.90
26106400,26.50,8.80,38.20,0.00,26.50,20.30,75.00,"Nível 4",0.00,25.00,12.50,62.50,0.00,0.00,3.20,6.60,82.80,15.50
26106582,55.30,0.00,44.70,0.00,0.00,40.80,100.00,"Nível 6",0.00,0.00,13.30,46.70,20.00,20.00,3.70,58.30,86.90,13.10
26106612,51.80,0.00,48.20,0.00,0.00,37.00,100.00,"Nível 5",0.00,0.00,0.00,62.50,25.00,12.50,3.40,18.10,76.80,19.60
26106698,39.00,0.00,44.10,16.90,0.00,36.00,100.00,"Nível 4",0.00,0.00,44.50,33.30,22.20,0.00,3.90,27.20,90.50,9.50
26106701,38.50,0.00,60.00,1.50,0.00,25.30,100.00,"Nível 5",0.00,5.90,11.80,52.90,5.90,23.50,3.30,20.00,96.20,3.80
26106728,57.60,0.00,40.50,1.90,0.00,35.80,100.00,"Nível 6",0.00,0.00,4.80,53.70,22.00,19.50,3.80,45.40,95.90,3.60
26106957,50.00,0.00,50.00,0.00,0.00,37.80,100.00,"Nível 6",0.00,0.00,76.90,23.10,0.00,0.00,3.00,17.90,97.80,2.20
26107074,58.60,0.00,41.40,0.00,0.00,34.30,100.00,"Nível 6",0.00,0.00,7.10,42.90,42.90,7.10,3.00,34.00,92.20,6.30
26107082,48.30,0.00,51.70,0.00,0.00,32.00,100.00,"Nível 6",0.00,0.00,24.00,48.00,8.00,20.00,3.70,42.50,89.90,10.10
26107155,44.40,0.00,22.20,0.00,33.40,16.30,55.60,"Nível 4",0.00,22.30,44.40,33.30,0.00,0.00,2.70,16.30,81.30,14.60
26107210,50.90,5.70,35.80,0.00,7.60,25.80,88.90,"Nível 3",0.00,0.00,22.30,33.30,11.10,33.30,2.80,8.70,97.10,2.90
26107503,55.70,0.00,11.40,0.00,32.90,20.50,58.30,"Nível 4",0.00,33.30,0.00,66.70,0.00,0.00,3.70,4.10,95.90,4.10
26107546,46.20,0.00,40.00,13.80,0.00,27.80,100.00,"Nível 6",0.00,0.00,12.00,48.00,24.00,16.00,3.90,38.90,97.60,2.40
26107562,53.80,7.50,25.50,9.40,3.80,33.40,94.70,"Nível 6",0.00,0.00,31.50,63.20,0.00,5.30,3.40,33.80,92.70,7.30
26107570,58.30,0.00,30.20,0.00,11.50,28.10,91.70,"Nível 4",0.00,8.40,50.00,25.00,8.30,8.30,3.30,17.80,90.90,9.10
26107597,61.20,0.00,32.90,5.50,0.40,33.70,97.90,"Nível 6",0.00,2.10,29.80,36.20,19.10,12.80,3.70,46.20,89.60,10.30
26107600,53.60,0.00,41.70,4.70,0.00,35.10,100.00,"Nível 6",0.00,2.90,26.50,47.10,8.80,14.70,3.60,26.60,83.10,16.90
26107627,16.70,0.00,83.30,0.00,0.00,36.00,100.00,"Nível 5",0.00,0.00,0.00,0.00,100.00,0.00,3.40,0.00,91.70,8.30
26107651,63.80,2.00,32.20,2.00,0.00,32.20,100.00,"Nível 6",0.00,0.00,11.80,55.90,17.60,14.70,3.50,34.80,89.00,10.80
26107678,63.40,0.00,36.60,0.00,0.00,39.10,100.00,"Nível 6",0.00,0.00,12.00,44.00,24.00,20.00,4.10,12.80,87.80,10.30
26107937,57.10,0.00,41.30,0.00,1.60,38.90,97.20,"Nível 5",0.00,0.00,30.60,33.30,13.90,22.20,3.90,29.00,87.60,12.40
26107945,57.70,0.00,42.30,0.00,0.00,34.00,100.00,"Nível 2",0.00,15.70,57.90,21.10,5.30,0.00,4.20,12.40,95.70,4.30
26107961,40.30,0.00,47.30,1.60,10.80,22.90,92.60,"Nível 6",0.00,7.50,14.80,40.70,29.60,7.40,3.70,48.00,93.70,6.30
26107996,51.40,0.00,48.60,0.00,0.00,19.70,100.00,"Nível 6",0.00,0.00,0.00,66.60,16.70,16.70,3.50,28.80,94.70,5.30
26108038,62.50,0.00,29.70,7.80,0.00,32.30,100.00,"Nível 2",0.00,0.00,64.70,29.40,5.90,0.00,4.00,10.50,97.50,2.50
26108046,62.70,0.00,20.30,11.90,5.10,32.60,94.10,"Nível 5",0.00,0.00,29.30,47.10,11.80,11.80,3.60,41.10,92.30,7.70
26108275,52.90,4.30,31.40,8.60,2.80,21.00,93.30,"Nível 4",0.00,6.60,20.00,46.70,20.00,6.70,3.80,28.60,89.60,10.40
26108291,30.80,7.70,38.50,0.00,23.00,15.30,72.70,"Nível 4",9.10,0.00,9.10,81.80,0.00,0.00,3.60,17.40,95.60,4.40
26108585,50.00,6.80,22.70,6.80,13.70,34.00,84.60,"Nível 4",0.00,7.60,30.80,46.20,7.70,7.70,3.40,2.90,89.80,9.20
26108801,55.70,0.00,44.30,0.00,0.00,33.70,100.00,"Nível 5",0.00,0.00,23.00,38.50,23.10,15.40,3.20,23.30,87.80,10.90
26108925,56.60,0.00,43.40,0.00,0.00,30.30,100.00,"Nível 5",0.00,0.00,18.60,33.30,14.80,33.30,3.70,39.30,86.30,13.70
26108984,52.80,0.00,47.20,0.00,0.00,28.30,100.00,"Nível 4",0.00,30.00,30.00,10.00,20.00,10.00,3.40,27.10,94.70,4.10
26109042,52.20,0.00,41.50,3.10,3.20,37.20,96.20,"Nível 3",3.80,7.70,42.30,30.80,7.70,7.70,3.40,4.80,89.60,10.10
26109107,45.00,0.00,55.00,0.00,0.00,30.40,100.00,"Nível 4",0.00,0.00,57.10,28.60,14.30,0.00,2.80,33.60,90.10,9.30
26109115,42.60,0.00,52.30,5.10,0.00,28.10,100.00,"Nível 5",0.00,0.00,42.30,23.10,19.20,15.40,3.20,31.40,90.00,5.70
26109360,58.70,1.50,39.00,0.80,0.00,34.30,100.00,"Nível 5",0.00,0.00,16.10,45.20,22.60,16.10,3.30,30.60,88.60,11.30
26109387,25.00,0.00,16.70,25.00,33.30,10.30,66.70,"Nível 4",0.00,22.30,44.40,33.30,0.00,0.00,4.10,9.70,89.30,7.10
26109441,66.70,0.00,33.30,0.00,0.00,37.50,100.00,"Nível 2",0.00,6.60,60.00,26.70,6.70,0.00,3.00,11.50,98.40,1.60
26109468,53.80,3.80,40.40,2.00,0.00,29.60,100.00,"Nível 2",0.00,40.10,33.30,13.30,13.30,0.00,4.10,9.70,98.30,1.70
26109506,50.60,0.00,40.20,3.70,5.50,30.90,95.80,"Nível 5",0.00,0.00,20.80,54.20,12.50,12.50,3.60,37.60,94.80,5.20
26109549,48.60,0.00,24.30,0.00,27.10,24.70,70.00,"Nível 4",0.00,0.00,10.00,60.00,10.00,20.00,3.30,2.70,94.00,3.00
26109760,55.30,0.00,17.00,21.30,6.40,20.00,93.80,"Nível 4",0.00,18.60,31.30,43.80,6.30,0.00,4.30,8.30,98.30,0.00
26109964,54.00,0.00,10.60,15.90,19.50,27.70,82.60,"Nível 4",0.00,4.40,69.60,21.70,4.30,0.00,3.50,4.20,95.10,4.90
26110016,52.10,0.00,47.90,0.00,0.00,25.80,100.00,"Nível 6",0.00,8.30,0.00,41.70,33.30,16.70,2.70,27.90,93.40,6.60
26110091,51.00,8.30,32.30,0.00,8.40,37.50,92.30,"Nível 4",0.00,0.00,15.40,53.80,15.40,15.40,4.70,6.30,95.30,4.40
26110130,56.40,0.00,28.20,7.70,7.70,35.30,92.30,"Nível 6",0.00,0.00,23.10,61.50,7.70,7.70,3.60,4.70,93.70,6.30
26110148,42.90,0.00,42.90,14.20,0.00,28.00,100.00,"Nível 6",0.00,0.00,20.00,50.00,20.00,10.00,2.90,34.50,92.30,7.70
26110199,49.80,0.00,36.70,8.60,4.90,36.40,96.00,"Nível 5",0.00,0.00,20.00,44.00,16.00,20.00,3.30,37.80,85.50,14.50
26110229,54.20,0.00,45.80,0.00,0.00,32.40,100.00,"Nível 5",0.00,0.00,6.10,68.80,6.30,18.80,3.10,36.10,88.80,11.20
26110237,51.50,1.20,33.90,13.40,0.00,37.60,100.00,"Nível 5",0.00,3.90,11.50,50.00,15.40,19.20,3.50,37.40,96.60,3.40
26110245,48.80,3.60,47.00,0.60,0.00,31.10,100.00,"Nível 6",0.00,28.50,42.90,9.50,14.30,4.80,3.20,23.30,91.10,5.50
26110270,56.30,0.00,43.70,0.00,0.00,32.50,100.00,"Nível 4",5.00,15.00,60.00,0.00,0.00,20.00,3.30,14.40,87.70,12.30
26110423,30.80,0.00,15.40,7.70,46.10,18.00,60.00,"Nível 4",0.00,0.00,50.00,40.00,10.00,0.00,NULL,0.00,100.00,0.00
26110504,75.80,0.00,12.10,0.00,12.10,37.50,87.50,"Nível 3",0.00,6.20,37.50,31.30,25.00,0.00,3.60,14.00,95.10,3.50
26110598,51.40,0.00,23.60,0.00,25.00,36.50,76.90,"Nível 4",0.00,0.00,0.00,100.00,0.00,0.00,3.70,13.20,98.60,1.40
26110652,64.90,0.00,0.00,0.00,35.10,25.70,72.70,"Nível 4",0.00,0.00,36.40,63.60,0.00,0.00,2.90,11.70,92.20,6.50
26110660,31.40,0.00,31.40,0.00,37.20,28.30,70.00,"Nível 4",0.00,0.00,10.00,70.00,20.00,0.00,3.90,21.20,97.60,1.20
26110849,53.80,0.00,40.20,6.00,0.00,35.10,100.00,"Nível 5",0.00,11.20,14.80,37.00,18.50,18.50,3.30,41.90,87.10,12.30
26110857,60.80,1.40,37.80,0.00,0.00,34.00,100.00,"Nível 4",0.00,5.00,56.10,34.10,2.40,2.40,3.60,41.40,91.80,8.20
26110881,57.40,7.70,24.10,10.80,0.00,38.00,100.00,"Nível 2",0.00,0.00,75.00,12.50,4.20,8.30,3.50,4.20,98.90,1.10
26110954,40.50,0.00,27.00,0.00,32.50,12.30,75.00,"Nível 2",0.00,12.50,37.50,25.00,12.50,12.50,2.80,10.80,100.00,0.00
26110970,61.90,0.00,37.10,1.00,0.00,36.60,100.00,"Nível 6",0.00,7.50,18.50,44.40,7.40,22.20,3.20,39.60,87.70,12.30
26110997,61.10,0.00,38.90,0.00,0.00,39.80,100.00,"Nível 4",0.00,0.00,43.50,43.50,4.30,8.70,3.70,13.90,95.60,4.40
26111012,54.80,0.00,45.20,0.00,0.00,39.90,100.00,"Nível 2",0.00,0.00,100.00,0.00,0.00,0.00,2.30,9.70,99.30,0.70
26111020,40.50,12.60,38.70,8.20,0.00,32.70,100.00,"Nível 5",0.00,7.70,38.50,53.80,0.00,0.00,3.80,25.30,89.20,10.80
26111071,33.20,1.00,60.80,5.00,0.00,33.00,100.00,"Nível 5",0.00,11.20,22.20,40.70,14.80,11.10,3.30,23.30,96.60,3.40
26111195,48.00,0.50,43.00,8.50,0.00,40.30,100.00,"Nível 5",0.00,0.00,34.80,43.50,8.70,13.00,2.80,38.10,89.30,10.70
26111209,42.10,0.00,34.10,19.50,4.30,30.60,94.30,"Nível 4",5.60,8.60,34.30,28.60,14.30,8.60,3.70,53.40,85.60,10.30
26111225,61.70,0.00,30.80,7.50,0.00,35.50,100.00,"Nível 4",0.00,6.70,60.00,13.30,0.00,20.00,2.50,8.20,98.30,1.70
26111241,31.50,3.80,59.60,2.30,2.80,29.30,96.40,"Nível 6",7.30,7.10,25.00,32.10,7.10,21.40,2.80,44.60,95.50,4.20
26111268,41.50,0.00,42.10,8.70,7.70,37.30,96.40,"Nível 4",0.00,10.80,7.10,46.40,32.10,3.60,3.00,48.60,91.20,3.00
26111284,61.20,0.00,25.50,13.30,0.00,28.30,100.00,"Nível 5",0.00,3.90,15.40,53.80,3.80,23.10,3.30,56.30,92.40,7.60
26111314,58.60,0.00,34.30,7.10,0.00,35.20,100.00,"Nível 5",0.00,0.00,39.30,50.00,7.10,3.60,3.20,29.50,91.30,8.70
26111349,56.50,0.00,43.50,0.00,0.00,30.10,100.00,"Nível 6",0.00,6.20,15.60,34.40,21.90,21.90,3.00,53.60,88.70,10.80
26111357,58.30,3.10,33.20,0.00,5.40,36.20,96.40,"Nível 5",0.00,10.70,32.10,25.00,3.60,28.60,3.30,41.40,96.80,3.20
26111403,45.40,0.00,54.60,0.00,0.00,33.90,100.00,"Nível 2",0.00,6.10,68.80,18.80,6.30,0.00,2.50,23.00,79.10,19.30
26111411,55.50,0.00,44.50,0.00,0.00,29.60,100.00,"Nível 4",4.40,0.00,8.70,47.80,30.40,8.70,3.90,54.80,87.00,13.00
26111632,40.50,0.00,10.80,0.00,48.70,10.70,55.60,"Nível 4",0.00,0.00,0.00,88.90,11.10,0.00,NULL,15.60,100.00,0.00
26111713,34.30,8.60,25.70,0.00,31.40,19.30,66.70,"Nível 4",0.00,0.00,25.00,66.70,0.00,8.30,3.10,5.20,92.90,5.40
26111853,48.50,0.00,49.50,2.00,0.00,25.40,100.00,"Nível 6",0.00,0.00,27.80,50.00,8.30,13.90,3.70,33.70,83.20,16.80
26111870,52.80,0.00,32.80,14.40,0.00,36.10,100.00,"Nível 4",0.00,12.40,56.30,31.30,0.00,0.00,3.70,16.10,97.70,2.30
26111888,20.80,0.00,20.80,29.20,29.20,13.00,66.70,"Nível 4",0.00,11.20,33.30,22.20,11.10,22.20,3.40,7.70,95.70,0.00
26111900,47.20,0.00,44.40,0.00,8.40,21.70,91.70,"Nível 4",0.00,0.00,0.00,75.00,25.00,0.00,3.60,6.20,95.30,1.60
26111926,37.50,0.00,53.40,9.10,0.00,29.90,100.00,"Nível 5",0.00,5.00,20.00,65.00,10.00,0.00,3.40,22.10,96.30,3.70
26112108,30.60,33.30,29.90,6.20,0.00,36.80,100.00,"Nível 2",0.00,10.50,57.90,26.30,0.00,5.30,3.50,16.30,92.10,7.90
26112558,55.10,6.10,28.60,10.20,0.00,29.00,100.00,"Nível 3",0.00,24.80,31.30,18.80,18.80,6.30,3.90,11.50,95.50,3.40
26112620,60.70,0.00,28.60,0.00,10.70,29.30,88.90,"Nível 4",0.00,11.10,0.00,55.60,33.30,0.00,3.60,14.80,86.00,3.50
26112680,67.00,0.00,20.90,12.10,0.00,27.70,100.00,"Nível 3",0.00,8.80,52.90,26.50,11.80,0.00,4.20,7.80,98.80,1.20
26112701,53.50,0.00,46.50,0.00,0.00,32.20,100.00,"Nível 3",7.60,7.70,38.50,15.40,23.10,7.70,2.30,15.00,96.20,3.80
26112868,25.00,0.00,25.00,0.00,50.00,6.00,37.50,"Nível 4",0.00,0.00,50.00,50.00,0.00,0.00,NULL,22.20,100.00,0.00
26113074,37.80,8.10,29.70,16.20,8.20,23.70,91.70,"Nível 4",8.30,25.00,25.00,25.00,16.70,0.00,4.00,8.50,92.90,5.70
26113198,49.40,6.00,39.80,4.80,0.00,33.60,100.00,"Nível 5",0.00,0.00,24.90,50.00,18.80,6.30,3.60,30.20,84.60,14.50
26113210,58.30,0.00,41.70,0.00,0.00,33.20,100.00,"Nível 5",0.00,0.00,44.50,22.20,14.80,18.50,3.40,43.40,94.90,5.10
26113236,58.50,0.00,40.20,1.30,0.00,32.10,100.00,"Nível 6",0.00,0.00,42.80,35.70,16.70,4.80,3.50,52.30,82.90,11.20
26113279,45.70,0.00,44.70,9.60,0.00,30.30,100.00,"Nível 6",0.00,0.00,16.70,58.30,25.00,0.00,3.50,51.20,83.80,16.20
26113325,63.80,0.00,36.20,0.00,0.00,31.30,100.00,"Nível 5",0.00,0.00,33.40,44.40,22.20,0.00,3.40,50.40,64.90,35.10
26113333,55.90,0.00,40.70,0.00,3.40,31.00,94.40,"Nível 5",0.00,0.00,11.10,38.90,22.20,27.80,3.20,31.60,93.60,2.10
26113392,48.70,0.00,37.60,13.70,0.00,29.60,100.00,"Nível 2",0.00,6.70,60.00,33.30,0.00,0.00,4.20,19.90,96.70,3.30
26113449,16.70,16.70,66.60,0.00,0.00,25.00,100.00,"Nível 4",25.00,25.00,0.00,25.00,25.00,0.00,2.40,100.00,83.90,3.20
26113538,49.70,0.00,39.00,11.30,0.00,38.20,100.00,"Nível 6",0.00,0.00,36.10,30.60,13.90,19.40,3.30,47.50,88.00,12.00
26113562,42.60,0.00,57.40,0.00,0.00,36.50,100.00,"Nível 6",0.00,0.00,0.00,57.20,21.40,21.40,3.70,45.90,91.50,8.50
26113635,46.20,0.00,37.60,16.20,0.00,28.40,100.00,"Nível 5",0.00,0.00,10.00,75.00,10.00,5.00,3.20,44.50,96.20,3.80
26113660,59.60,0.00,40.40,0.00,0.00,29.30,100.00,"Nível 4",0.00,0.00,70.00,30.00,0.00,0.00,3.30,35.00,86.50,13.50
26113724,46.30,3.70,46.30,3.70,0.00,29.90,100.00,"Nível 5",0.00,0.00,11.50,46.20,23.10,19.20,3.10,34.40,96.60,3.40
26113783,57.10,5.80,37.10,0.00,0.00,41.90,100.00,"Nível 3",0.00,0.00,47.00,35.30,11.80,5.90,2.60,13.90,96.10,3.90
26113805,58.10,0.00,41.90,0.00,0.00,41.80,100.00,"Nível 5",0.00,0.00,10.50,47.40,15.80,26.30,3.30,28.00,77.30,22.70
26113813,52.00,0.00,42.00,5.00,1.00,24.30,97.60,"Nível 6",4.90,7.30,29.30,39.00,12.20,7.30,3.80,50.50,97.40,1.10
26113830,45.40,3.10,51.50,0.00,0.00,26.90,100.00,"Nível 6",0.00,0.00,26.70,50.00,10.00,13.30,3.50,58.80,88.90,11.10
26113856,57.70,0.00,42.30,0.00,0.00,20.80,100.00,"Nível 5",0.00,9.20,13.60,40.90,22.70,13.60,2.30,44.80,81.60,12.00
26113872,47.40,0.00,52.60,0.00,0.00,24.70,100.00,"Nível 5",0.00,5.30,15.80,36.80,31.60,10.50,3.20,54.10,92.60,1.10
26113880,45.80,0.00,45.80,8.40,0.00,33.50,100.00,"Nível 6",0.00,0.00,25.10,58.30,8.30,8.30,3.20,43.30,91.50,6.80
26113929,54.20,0.00,45.80,0.00,0.00,37.20,100.00,"Nível 6",0.00,0.00,20.60,48.70,17.90,12.80,3.90,63.70,95.70,4.30
26113953,67.50,0.00,32.50,0.00,0.00,35.30,100.00,"Nível 2",0.00,7.20,50.00,35.70,0.00,7.10,2.80,18.70,79.70,20.30
26114127,53.80,0.00,46.20,0.00,0.00,17.30,100.00,"Nível 4",0.00,0.00,33.40,33.30,11.10,22.20,NULL,13.50,100.00,0.00
26114135,46.80,0.00,42.70,10.50,0.00,34.60,100.00,"Nível 6",0.00,4.10,12.50,25.00,41.70,16.70,3.30,61.20,86.00,11.10
26114496,32.30,0.00,67.70,0.00,0.00,29.40,100.00,"Nível 4",0.00,16.70,58.30,16.70,8.30,0.00,2.90,30.20,85.90,14.10
26114607,54.40,0.00,45.60,0.00,0.00,32.20,100.00,"Nível 6",0.00,0.00,35.00,30.00,15.00,20.00,2.90,37.30,97.70,2.30
26114720,81.20,0.00,18.80,0.00,0.00,29.30,100.00,"Nível 2",0.00,0.00,66.70,33.30,0.00,0.00,4.30,12.50,87.20,12.80
26114852,45.30,0.00,54.70,0.00,0.00,25.20,100.00,"Nível 4",0.00,5.50,33.30,55.60,5.60,0.00,3.90,39.60,92.10,7.40
26114860,46.30,0.00,42.70,11.00,0.00,39.10,100.00,"Nível 5",0.00,0.00,33.30,25.00,16.70,25.00,3.70,45.60,94.50,5.50
26115085,39.20,0.00,60.80,0.00,0.00,22.10,100.00,"Nível 5",0.00,6.10,6.30,43.80,31.30,12.50,3.20,61.90,81.00,19.00
26115441,73.90,0.00,26.10,0.00,0.00,41.80,100.00,"Nível 4",0.00,0.00,17.70,58.80,5.90,17.60,3.60,3.90,93.10,6.90
26115450,41.70,0.00,33.30,0.00,25.00,11.00,66.70,"Nível 4",0.00,0.00,0.00,66.70,33.30,0.00,2.60,22.70,90.90,9.10
26115557,73.00,0.00,27.00,0.00,0.00,18.00,100.00,"Nível 3",0.00,0.00,27.20,45.50,9.10,18.20,4.00,7.40,98.00,0.00
26115883,60.40,0.00,36.30,3.30,0.00,43.50,100.00,"Nível 6",0.00,3.50,53.60,14.30,14.30,14.30,3.70,12.90,98.30,1.70
26115913,50.00,0.00,39.30,10.70,0.00,37.30,100.00,"Nível 5",0.00,0.00,22.80,59.10,4.50,13.60,3.40,37.80,97.30,2.70
26115964,42.90,1.00,49.50,2.90,3.70,30.90,94.10,"Nível 5",0.00,11.80,11.80,35.30,23.50,17.60,2.70,54.20,87.80,9.40
26115999,68.10,0.00,31.90,0.00,0.00,39.30,100.00,"Nível 4",0.00,5.50,72.20,11.10,5.60,5.60,2.90,23.10,98.10,1.90
26116014,59.40,0.00,40.60,0.00,0.00,32.00,100.00,"Nível 4",0.00,36.40,63.60,0.00,0.00,0.00,2.00,21.50,100.00,0.00
26116308,52.30,0.00,42.60,5.10,0.00,30.20,100.00,"Nível 5",0.00,3.80,23.10,38.50,34.60,0.00,2.80,44.30,96.50,3.50
26116316,51.90,7.70,32.70,7.70,0.00,31.10,100.00,"Nível 6",0.00,5.80,35.30,47.10,5.90,5.90,3.40,12.90,93.50,6.50
26116324,72.80,0.00,23.30,3.90,0.00,45.10,100.00,"Nível 4",0.00,0.00,72.70,27.30,0.00,0.00,3.10,11.50,97.00,3.00
26116359,59.60,0.00,40.40,0.00,0.00,36.80,100.00,"Nível 6",0.00,3.10,19.40,48.40,9.70,19.40,3.90,40.30,92.50,7.50
26116367,53.20,0.00,46.80,0.00,0.00,38.40,100.00,"Nível 6",0.00,0.00,12.40,56.30,6.30,25.00,3.10,25.10,97.40,2.60
26116383,56.40,0.00,28.70,14.90,0.00,40.90,100.00,"Nível 6",0.00,0.00,38.10,42.90,9.50,9.50,3.20,25.50,93.60,5.70
26116391,53.70,0.00,40.90,0.00,5.40,25.10,96.80,"Nível 5",0.00,0.00,9.60,58.10,9.70,22.60,3.50,35.30,98.10,1.90
26116413,56.20,0.00,31.40,0.00,12.40,32.80,95.50,"Nível 5",0.00,0.00,22.70,31.80,27.30,18.20,2.90,24.70,95.70,4.30
26116499,64.10,2.60,30.80,0.00,2.50,34.70,94.10,"Nível 4",0.00,0.00,17.60,64.70,11.80,5.90,3.70,8.70,90.40,8.70
26116634,35.00,0.00,65.00,0.00,0.00,30.80,100.00,"Nível 2",0.00,0.00,88.90,11.10,0.00,0.00,2.40,24.70,92.60,7.40
26116987,50.90,0.00,20.80,11.30,17.00,39.70,81.30,"Nível 4",0.00,18.70,12.50,37.50,18.80,12.50,3.50,8.40,98.20,0.90
26117010,48.90,0.00,42.60,8.50,0.00,29.80,100.00,"Nível 5",0.00,0.00,7.70,69.20,7.70,15.40,2.90,28.60,95.90,4.10
26117045,47.90,0.00,46.80,5.30,0.00,52.10,100.00,"Nível 4",0.00,4.10,29.20,41.70,20.80,4.20,2.80,19.40,96.00,3.30
26117088,68.60,0.00,31.40,0.00,0.00,20.30,100.00,"Nível 6",0.00,0.00,12.50,87.50,0.00,0.00,3.40,29.50,93.10,6.90
26117126,40.50,0.00,35.10,0.00,24.40,17.00,66.70,"Nível 4",0.00,0.00,11.10,77.80,11.10,0.00,3.80,5.90,100.00,0.00
26117258,45.70,0.00,50.80,3.50,0.00,29.80,100.00,"Nível 6",0.00,3.30,30.00,46.70,3.30,16.70,3.70,34.20,92.40,7.60
26117274,28.80,0.00,67.10,4.10,0.00,31.70,100.00,"Nível 4",0.00,5.30,15.80,52.60,15.80,10.50,3.10,42.60,92.30,6.50
26117282,62.20,0.00,2.70,27.00,8.10,28.00,84.60,"Nível 4",0.00,0.00,30.70,38.50,15.40,15.40,3.90,9.50,94.00,6.00
26117290,55.60,0.00,44.40,0.00,0.00,41.70,100.00,"Nível 2",0.00,10.60,52.60,36.80,0.00,0.00,3.60,10.60,100.00,0.00
26117436,72.00,0.00,24.00,0.00,4.00,30.80,93.80,"Nível 4",0.00,12.40,18.80,25.00,25.00,18.80,3.40,12.20,92.30,6.00
26117444,56.30,0.00,25.00,0.00,18.70,10.00,80.00,"Nível 1",10.00,0.00,0.00,30.00,30.00,30.00,NULL,10.00,96.60,0.00
26117525,60.00,0.00,32.50,0.00,7.50,34.70,94.40,"Nível 4",0.00,5.60,33.30,22.20,22.20,16.70,3.70,6.70,99.00,1.00
26117975,51.40,0.00,18.90,8.10,21.60,36.30,81.30,"Nível 4",0.00,0.00,18.70,37.50,18.80,25.00,3.60,17.40,82.10,17.90
26117991,63.60,0.00,26.60,4.90,4.90,39.80,93.30,"Nível 4",0.00,3.30,40.00,40.00,10.00,6.70,3.50,2.80,95.20,4.50
26118050,17.60,17.60,47.10,0.00,17.70,10.00,77.80,"Nível 4",0.00,11.10,0.00,88.90,0.00,0.00,3.50,23.30,100.00,0.00
26118114,31.40,0.00,7.80,21.60,39.20,23.00,71.40,"Nível 4",0.00,0.00,14.40,71.40,7.10,7.10,3.40,12.00,100.00,0.00
26118149,56.90,0.00,27.70,7.70,7.70,44.20,85.70,"Nível 4",0.00,7.10,35.70,28.60,0.00,28.60,4.10,9.00,93.00,6.00
26118157,4.80,0.00,69.00,19.00,7.20,17.00,90.90,"Nível 3",18.10,18.20,27.30,27.30,9.10,0.00,2.80,23.50,97.80,0.00
26118165,58.90,0.00,15.60,19.10,6.40,33.40,94.10,"Nível 4",0.00,5.90,64.70,23.50,5.90,0.00,4.00,14.00,98.30,1.00
26118181,46.20,0.00,30.80,0.00,23.00,25.70,70.00,"Nível 4",0.00,0.00,10.00,80.00,0.00,10.00,3.80,19.50,86.90,11.50
26118190,34.30,0.00,25.70,8.60,31.40,22.70,70.00,"Nível 4",0.00,0.00,20.00,70.00,10.00,0.00,3.90,33.80,95.50,0.00
